"competicion","week","date","match_id","personId","firstName","lastName","player","team","player_id","uniformNumber","isCaptain","CB","AS","BS","BSR","DR","OR","REB","FD","FG2A","FG2M","FG2P","FG3A","FG3M","FG3P","FGA","FGM","FGP","FTA","FTM","FTP","FGIA","FGIM","FGIP","PF","PTS","ST","TO","TP","PM","EFF","Starter","HasPlayed","equipo","op_equipo"
"FIBA Europe Cup",43,2025-10-22,128769,"354914","Peter","Kiss","Peter Kiss","B","P_354914","32",FALSE,FALSE,3,0,0,0,2,2,1,3,1,33.3,3,2,66.7,6,3,50,0,0,0,2,1,50,3,8,0,0,"24:53",-18,10,TRUE,TRUE,"CS Valcea 1924"," Dinamo BDS Sassari"
"FIBA Europe Cup",43,2025-10-22,128769,"197308","Rares","Uta","Rares Uta","B","P_197308","44",TRUE,FALSE,0,2,0,11,1,12,3,10,2,20,0,0,0,10,2,20,6,4,66.7,9,2,22.2,2,8,1,2,"31:4",-19,11,TRUE,TRUE,"CS Valcea 1924"," Dinamo BDS Sassari"
"FIBA Europe Cup",43,2025-10-22,128769,"403695","Rares","Pistol","Rares Pistol","B","P_403695","66",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:43",2,0,FALSE,FALSE,"CS Valcea 1924"," Dinamo BDS Sassari"
"FIBA Europe Cup",43,2025-10-22,128770,"325439","Alonzo","Verge","Alonzo Verge","A","P_325439","11",FALSE,FALSE,8,0,0,5,0,5,2,9,5,55.6,3,1,33.3,12,6,50,1,0,0,9,5,55.6,4,13,0,4,"24:12",6,15,TRUE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"338971","Tommy","Kuhse","Tommy Kuhse","A","P_338971","12",FALSE,FALSE,9,0,0,4,1,5,7,9,6,66.7,6,3,50,15,9,60,8,6,75,8,6,75,1,27,0,3,"32:52",23,30,TRUE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"211506","Philipp","Herkenhoff","Philipp Herkenhoff","A","P_211506","14",FALSE,FALSE,5,0,0,0,1,1,3,1,1,100,4,3,75,5,4,80,4,2,50,1,1,100,0,13,2,0,"23:25",5,18,TRUE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"344704","Linus","Trettin","Linus Trettin","A","P_344704","15",FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,"11:7",5,-2,FALSE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"251013","Lars","Thiemann","Lars Thiemann","A","P_251013","21",FALSE,FALSE,0,2,0,3,0,3,0,2,2,100,0,0,0,2,2,100,0,0,0,2,2,100,1,4,1,0,"10:46",0,10,FALSE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"400311","Malcolm","Dandridge","Malcolm Dandridge","A","P_400311","23",FALSE,FALSE,2,2,0,10,2,12,2,7,5,71.4,0,0,0,7,5,71.4,4,1,25,7,5,71.4,1,11,2,1,"26:53",18,23,TRUE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"314918","Roy","Krupnikas","Roy Krupnikas","A","P_314918","24",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,"1:41",-4,-1,FALSE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"224226","Lloyd","Pandi","Lloyd Pandi","A","P_224226","41",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4:18",1,-1,FALSE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"399896","TJ","Bamba","TJ Bamba","A","P_399896","5",FALSE,FALSE,1,0,0,2,2,4,4,9,5,55.6,3,1,33.3,12,6,50,2,2,100,9,5,55.6,1,15,1,1,"27:17",17,14,TRUE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"227406","Luc","Van Slooten","Luc Van Slooten","A","P_227406","6",FALSE,FALSE,1,1,0,1,0,1,2,1,0,0,2,2,100,3,2,66.7,4,2,50,1,0,0,1,8,1,0,"18:58",9,9,FALSE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"189799","Joschka","Ferner","Joschka Ferner","A","P_189799","9",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,4,2,50,4,2,50,1,1,100,0,0,0,4,7,0,1,"18:31",0,4,FALSE,TRUE,"RASTA Vechta","Sporting CP"
"FIBA Europe Cup",43,2025-10-22,128770,"217265","Brandon","Johns","Brandon Johns","B","P_217265","0",FALSE,FALSE,6,0,0,0,9,9,4,10,4,40,1,0,0,11,4,36.4,6,4,66.7,10,4,40,1,12,3,3,"30:15",-7,18,TRUE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"307349","Uwais","Razaque","Uwais Razaque","B","P_307349","1",FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,"3:33",-1,-1,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"286239","Joao","Fernandes","Joao Fernandes","B","P_286239","13",FALSE,FALSE,0,0,0,1,1,2,0,1,1,100,1,0,0,2,1,50,0,0,0,1,1,100,1,2,0,1,"10:20",1,2,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"349855","Malik","Bowman","Malik Bowman","B","P_349855","2",FALSE,FALSE,0,0,0,0,0,0,0,1,1,100,0,0,0,1,1,100,0,0,0,1,1,100,0,2,0,1,"5:22",6,1,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"245743","Malik","Morgan","Malik Morgan","B","P_245743","24",FALSE,FALSE,4,1,0,3,1,4,3,7,3,42.9,9,2,22.2,16,5,31.3,2,1,50,5,2,40,4,13,1,2,"26:25",-13,9,TRUE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"374818","Maleeck","Harden-Hayes","Maleeck Harden-Hayes","B","P_374818","3",FALSE,FALSE,1,0,0,2,1,3,1,1,0,0,1,1,100,2,1,50,3,3,100,1,0,0,1,6,0,0,"18:30",-11,9,TRUE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"238336","Stephan","Swenson","Stephan Swenson","B","P_238336","30",FALSE,FALSE,2,0,0,3,0,3,2,1,0,0,3,2,66.7,4,2,50,0,0,0,0,0,0,2,6,1,2,"16:43",-11,8,TRUE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"227187","Miguel","Correia","Miguel Correia","B","P_227187","4",FALSE,FALSE,1,0,0,0,0,0,0,1,1,100,2,2,100,3,3,100,0,0,0,1,1,100,0,8,0,1,"9:43",-1,8,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"256287","Rui","Costa","Rui Costa","B","P_256287","5",FALSE,FALSE,0,0,0,2,3,5,0,4,2,50,0,0,0,4,2,50,0,0,0,4,2,50,3,4,0,1,"9:45",-9,6,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"219226","Francisco","Amarante","Francisco Amarante","B","P_219226","6",FALSE,FALSE,4,1,0,5,0,5,3,5,2,40,4,1,25,9,3,33.3,3,3,100,5,2,40,3,10,1,2,"31:32",-7,13,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"373258","Claude","Robinson","Claude Robinson","B","P_373258","7",FALSE,FALSE,0,0,0,5,1,6,1,9,4,44.4,5,3,60,14,7,50,0,0,0,6,2,33.3,2,17,0,0,"24:18",-23,16,TRUE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128770,"175508","Diogo","Ventura","Diogo Ventura","B","P_175508","9",TRUE,FALSE,3,0,0,0,0,0,4,2,0,0,4,0,0,6,0,0,2,2,100,2,0,0,1,2,0,1,"13:34",-4,-2,FALSE,TRUE,"Sporting CP","RASTA Vechta"
"FIBA Europe Cup",43,2025-10-22,128781,"176084","Benedek","Varadi","Benedek Varadi","A","P_176084","10",FALSE,FALSE,5,0,0,6,1,7,3,1,0,0,4,1,25,5,1,20,2,2,100,1,0,0,4,5,0,3,"28:17",9,10,TRUE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"197334","Patrick","Whelan","Patrick Whelan","A","P_197334","12",FALSE,FALSE,0,1,0,2,0,2,0,3,1,33.3,3,3,100,6,4,66.7,0,0,0,0,0,0,2,11,0,1,"27:55",0,11,FALSE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"228212","Aleksa","Novakovic","Aleksa Novakovic","A","P_228212","17",FALSE,FALSE,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,"13:10",-2,-3,TRUE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"398866","Salamon","Herger","Salamon Herger","A","P_398866","19",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"218281","Szymon","Wojcik","Szymon Wojcik","A","P_218281","20",FALSE,FALSE,0,1,0,3,2,5,3,9,4,44.4,0,0,0,9,4,44.4,2,1,50,7,4,57.1,3,9,0,0,"23:35",8,9,TRUE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"238006","Peter","Veraszto","Peter Veraszto","A","P_238006","25",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"266237","Strahinja","Jovanovic","Strahinja Jovanovic","A","P_266237","31",FALSE,FALSE,8,0,0,3,0,3,7,10,6,60,2,1,50,12,7,58.3,8,4,50,8,6,75,2,19,0,0,"27:2",20,21,FALSE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"161069","Akos","Keller","Akos Keller","A","P_161069","6",FALSE,FALSE,0,1,0,3,1,4,3,5,2,40,1,0,0,6,2,33.3,4,2,50,5,2,40,2,6,1,1,"27:12",5,5,FALSE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"190644","Zoltan","Perl","Zoltan Perl","A","P_190644","9",TRUE,FALSE,7,1,0,3,0,3,5,12,8,66.7,0,0,0,12,8,66.7,6,5,83.3,7,6,85.7,1,21,1,3,"30:6",-2,25,TRUE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"237320","Jubrile","Belo","Jubrile Belo","A","P_237320","99",FALSE,FALSE,2,2,0,4,2,6,2,8,5,62.5,0,0,0,8,5,62.5,2,2,100,7,4,57.1,2,12,1,2,"22:42",-3,18,TRUE,TRUE,"Falco Vulcano Energia KC Szombathely","Bakken Bears"
"FIBA Europe Cup",43,2025-10-22,128781,"289995","Jordan","Ogundiran","Jordan Ogundiran","B","P_289995","0",FALSE,FALSE,4,0,0,1,0,1,3,2,0,0,10,4,40,12,4,33.3,2,0,0,2,0,0,4,12,0,1,"18:30",-10,6,TRUE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"397746","Tymu","Chenery","Tymu Chenery","B","P_397746","1",FALSE,FALSE,2,0,0,6,1,7,2,1,0,0,8,3,37.5,9,3,33.3,4,4,100,1,0,0,2,13,1,1,"26:23",-10,16,TRUE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"301683","Ian","Dubose","Ian Dubose","B","P_301683","11",FALSE,FALSE,3,0,0,3,3,6,1,3,1,33.3,4,0,0,7,1,14.3,0,0,0,2,1,50,2,2,1,3,"24:26",-8,3,FALSE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"211560","Sylvester","Pedersen","Sylvester Pedersen","B","P_211560","13",TRUE,FALSE,2,0,0,8,3,11,5,7,5,71.4,4,2,50,11,7,63.6,3,1,33.3,7,5,71.4,3,17,2,3,"27:28",1,23,TRUE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"273431","Magnus","Mollgaard","Magnus Mollgaard","B","P_273431","2",FALSE,FALSE,0,0,0,0,1,1,1,4,2,50,0,0,0,4,2,50,0,0,0,4,2,50,1,4,0,0,"17:29",-2,3,FALSE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"390752","Duke","Deen","Duke Deen","B","P_390752","21",FALSE,FALSE,8,0,0,2,0,2,2,1,1,100,10,3,30,11,4,36.4,0,0,0,1,1,100,1,11,1,4,"28:6",0,11,TRUE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"303000","Shaquille","Rombley","Shaquille Rombley","B","P_303000","25",FALSE,FALSE,2,2,0,3,3,6,0,4,3,75,0,0,0,4,3,75,0,0,0,4,3,75,3,6,0,1,"24:52",-1,14,TRUE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"397747","Sam","Sherry","Sam Sherry","B","P_397747","4",FALSE,FALSE,0,0,0,3,1,4,2,5,3,60,5,0,0,10,3,30,3,1,33.3,5,3,60,3,7,1,3,"16:40",-6,0,FALSE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"320529","Filip","Ates","Filip Ates","B","P_320529","5",FALSE,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"4:34",-3,1,FALSE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"320612","Simon","Schwartz","Simon Schwartz","B","P_320612","7",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:12",0,0,FALSE,FALSE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128781,"254597","Marcus","Vinther","Marcus Vinther","B","P_254597","9",FALSE,FALSE,0,0,0,0,0,0,1,3,2,66.7,0,0,0,3,2,66.7,0,0,0,2,2,100,2,4,0,0,"10:20",4,3,FALSE,TRUE,"Bakken Bears","Falco Vulcano Energia KC Szombathely"
"FIBA Europe Cup",43,2025-10-22,128782,"363510","Nigel","Hawkins","Nigel Hawkins","A","P_363510","1",FALSE,FALSE,4,0,0,3,2,5,2,6,1,16.7,4,2,50,10,3,30,2,2,100,5,1,20,1,10,1,2,"28:58",-38,11,TRUE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"227811","Ludvig","Johansson","Ludvig Johansson","A","P_227811","10",FALSE,FALSE,4,0,0,1,0,1,3,3,0,0,5,0,0,8,0,0,0,0,0,3,0,0,1,0,0,2,"21:5",-31,-5,TRUE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"351141","Artemos","Tompazos","Artemos Tompazos","A","P_351141","11",FALSE,FALSE,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,"7:41",-18,-2,TRUE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"322792","Savvas","Ioannidis","Savvas Ioannidis","A","P_322792","12",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"373425","Kuany Atem","Kuany","Kuany Atem Kuany","A","P_373425","13",FALSE,FALSE,1,0,0,3,1,4,2,6,3,50,4,2,50,10,5,50,4,4,100,5,2,40,0,16,1,0,"21:32",-13,17,TRUE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"169330","Kyprianos","Maragkos","Kyprianos Maragkos","A","P_169330","14",FALSE,FALSE,1,1,0,2,0,2,1,6,4,66.7,3,0,0,9,4,44.4,2,2,100,5,3,60,2,10,0,3,"22:53",-16,6,FALSE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"256497","JoJo","Garcia","JoJo Garcia","A","P_256497","15",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,0,3,1,1,"8:46",-6,3,FALSE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"265317","Zayd","Muosa","Zayd Muosa","A","P_265317","20",FALSE,FALSE,1,0,0,2,1,3,2,6,3,50,0,0,0,6,3,50,4,3,75,5,3,60,3,9,0,0,"26:12",-20,9,FALSE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"238619","Andreas","Himonas","Andreas Himonas","A","P_238619","30",FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,5,2,40,5,2,40,2,1,50,0,0,0,2,7,0,1,"11:23",-2,2,FALSE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"398535","Tanner","Christensen","Tanner Christensen","A","P_398535","32",FALSE,FALSE,0,0,0,5,2,7,3,5,4,80,2,0,0,7,4,57.1,2,1,50,5,4,80,5,9,2,5,"28:35",-43,9,TRUE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"198226","Rafail","Eleftheriou","Rafail Eleftheriou","A","P_198226","4",TRUE,FALSE,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,"19:36",-34,2,FALSE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"396539","Konstantinos","Agathokli","Konstantinos Agathokli","A","P_396539","8",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,0,3,0,2,"3:19",-4,1,FALSE,TRUE,"Anorthosis Famagusta","Casademont Zaragoza"
"FIBA Europe Cup",43,2025-10-22,128782,"303788","Devin","Robinson","Devin Robinson","B","P_303788","00",FALSE,FALSE,1,0,0,3,0,3,0,7,6,85.7,2,1,50,9,7,77.8,0,0,0,6,5,83.3,0,15,1,2,"16:0",26,16,TRUE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"226983","Jaime","Fernandez","Jaime Fernandez","B","P_226983","10",FALSE,FALSE,1,0,0,0,2,2,1,4,2,50,1,0,0,5,2,40,0,0,0,2,2,100,4,4,2,0,"19:21",15,6,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"251305","Joel","Soriano","Joel Soriano","B","P_251305","12",FALSE,FALSE,2,0,0,1,1,2,1,7,4,57.1,0,0,0,7,4,57.1,2,1,50,7,4,57.1,1,9,1,0,"18:27",13,10,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"168214","Bojan","Dubljevic","Bojan Dubljevic","B","P_168214","14",FALSE,FALSE,2,1,0,6,0,6,1,1,1,100,2,2,100,3,3,100,0,0,0,1,1,100,1,8,2,2,"14:58",27,17,TRUE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"239340","Joaquin","Rodriguez","Joaquin Rodriguez","B","P_239340","15",FALSE,FALSE,4,0,0,2,1,3,4,5,4,80,2,2,100,7,6,85.7,4,4,100,5,4,80,2,18,0,3,"19:21",25,21,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"257809","Trae","Bell-Haynes","Trae Bell-Haynes","B","P_257809","2",FALSE,FALSE,12,0,0,4,0,4,4,2,0,0,1,1,100,3,1,33.3,6,6,100,2,0,0,3,9,0,2,"20:39",20,21,TRUE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"207309","D.J.","Stephens","D.J. Stephens","B","P_207309","20",FALSE,FALSE,1,1,0,2,1,3,1,3,3,100,4,1,25,7,4,57.1,2,2,100,3,3,100,0,11,1,1,"17:36",13,13,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"263188","Youssouf","Traore","Youssouf Traore","B","P_263188","23",FALSE,FALSE,0,0,0,0,1,1,1,2,1,50,0,0,0,2,1,50,2,0,0,2,1,50,1,2,0,2,"6:35",5,-2,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"365269","Erik","Stevenson","Erik Stevenson","B","P_365269","3",FALSE,FALSE,1,0,0,2,1,3,1,7,5,71.4,6,2,33.3,13,7,53.8,0,0,0,6,5,83.3,1,16,4,1,"18:19",18,17,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"204673","Santi","Yusta","Santi Yusta","B","P_204673","4",TRUE,FALSE,3,1,0,0,0,0,1,1,1,100,3,1,33.3,4,2,50,2,2,100,1,1,100,2,7,0,1,"11:50",17,8,TRUE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"300442","Lucas","Langarita","Lucas Langarita","B","P_300442","5",FALSE,FALSE,2,1,0,0,0,0,1,3,1,33.3,0,0,0,3,1,33.3,2,0,0,3,1,33.3,0,2,0,0,"14:30",14,1,FALSE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128782,"199781","Miguel","Gonzalez","Miguel Gonzalez","B","P_199781","7",FALSE,FALSE,2,0,0,4,1,5,0,1,1,100,5,3,60,6,4,66.7,0,0,0,1,1,100,2,11,2,0,"22:24",32,18,TRUE,TRUE,"Casademont Zaragoza","Anorthosis Famagusta"
"FIBA Europe Cup",43,2025-10-22,128793,"239392","James","Frazier Jr","James Frazier Jr","A","P_239392","0",FALSE,FALSE,8,0,0,2,0,2,3,10,8,80,6,2,33.3,16,10,62.5,2,2,100,7,6,85.7,4,24,1,1,"35:30",-2,28,TRUE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"221960","Aubrey","Mcalpine","Aubrey Mcalpine","A","P_221960","1",TRUE,FALSE,0,0,0,1,0,1,1,8,5,62.5,5,0,0,13,5,38.5,0,0,0,1,0,0,4,10,0,3,"27:18",-9,0,TRUE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"369566","Azar","Ibrahimov","Azar Ibrahimov","A","P_369566","11",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"156153","Gediminas","Orelik","Gediminas Orelik","A","P_156153","17",FALSE,FALSE,2,0,0,3,3,6,4,4,2,50,7,3,42.9,11,5,45.5,4,4,100,3,1,33.3,3,17,0,2,"32:30",-1,17,TRUE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"343499","Ismayil","Abdullayev","Ismayil Abdullayev","A","P_343499","2",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:10",0,0,FALSE,FALSE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"334195","Arinze","Chidom","Arinze Chidom","A","P_334195","22",FALSE,FALSE,1,0,0,0,0,0,0,2,2,100,1,1,100,3,3,100,0,0,0,2,2,100,1,7,0,0,"13:6",-3,8,FALSE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"374168","De'Sean","Eikens","De'Sean Eikens","A","P_374168","25",FALSE,FALSE,3,0,0,3,2,5,1,3,3,100,2,0,0,5,3,60,2,0,0,3,3,100,2,6,1,0,"19:47",4,11,FALSE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"304182","De'Ondre","Jackson","De'Ondre Jackson","A","P_304182","5",FALSE,FALSE,4,0,0,8,1,9,8,9,6,66.7,5,2,40,14,8,57.1,5,5,100,9,6,66.7,3,23,1,3,"35:15",-6,28,TRUE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"350875","Jalen","Shaw","Jalen Shaw","A","P_350875","7",FALSE,FALSE,0,1,0,2,0,2,1,2,1,50,0,0,0,2,1,50,2,1,50,2,1,50,5,3,0,2,"15:16",2,2,FALSE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"224817","Saadettin","Donat","Saadettin Donat","A","P_224817","77",FALSE,FALSE,1,0,0,3,4,7,3,4,2,50,0,0,0,4,2,50,3,2,66.7,4,2,50,4,6,2,3,"21:9",0,10,TRUE,TRUE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"217299","Nijat","Mammadli","Nijat Mammadli","A","P_217299","8",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Absheron Lions","Energa Trefl Sopot"
"FIBA Europe Cup",43,2025-10-22,128793,"394149","Tamerlan","Novruzlu","Tamerlan Novruzlu","A","P_394149","9",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Absheron Lions","Energa Trefl Sopot"
