"competicion","week","date","match_id","personId","firstName","lastName","player","team","player_id","uniformNumber","isCaptain","CB","AS","BS","BSR","DR","OR","REB","FD","FG2A","FG2M","FG2P","FG3A","FG3M","FG3P","FGA","FGM","FGP","FTA","FTM","FTP","FGIA","FGIM","FGIP","PF","PTS","ST","TO","TP","PM","EFF","Starter","HasPlayed","equipo","op_equipo"
"FIBA Europe Cup",43,2025-10-22,128793,"348383","Paul Edwards","Scruggs","Paul Edwards Scruggs","B","P_348383","0",FALSE,FALSE,4,0,0,0,0,0,3,6,1,16.7,2,1,50,8,2,25,2,2,100,4,1,25,3,7,0,2,"23:59",8,3,TRUE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"324692","Kasper","Suurorg","Kasper Suurorg","B","P_324692","11",FALSE,FALSE,5,0,0,2,0,2,4,9,7,77.8,2,0,0,11,7,63.6,6,5,83.3,6,5,83.3,2,19,0,1,"23:49",4,20,FALSE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"190097","Mikolaj","Witlinski","Mikolaj Witlinski","B","P_190097","12",FALSE,FALSE,0,0,0,1,1,2,4,7,3,42.9,0,0,0,7,3,42.9,2,2,100,7,3,42.9,3,8,0,2,"19:18",5,4,TRUE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"181148","Mindaugas","Kačinas","Mindaugas Kačinas","B","P_181148","13",FALSE,FALSE,1,1,0,1,0,1,6,3,2,66.7,9,6,66.7,12,8,66.7,8,5,62.5,3,2,66.7,1,27,0,0,"27:28",3,23,TRUE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"206681","Raymond","Cowels","Raymond Cowels","B","P_206681","18",FALSE,FALSE,1,0,0,0,3,3,0,1,1,100,7,2,28.6,8,3,37.5,0,0,0,1,1,100,1,8,1,1,"19:35",-22,7,FALSE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"238332","Szymon","Zapala","Szymon Zapala","B","P_238332","21",FALSE,FALSE,1,0,0,3,2,5,0,4,2,50,0,0,0,4,2,50,0,0,0,4,2,50,2,4,1,0,"14:13",-10,9,FALSE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"271371","Kenny","Goins","Kenny Goins","B","P_271371","33",FALSE,FALSE,4,2,0,3,2,5,4,3,2,66.7,2,0,0,5,2,40,4,3,75,3,2,66.7,4,7,4,2,"24:45",26,16,TRUE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"401481","Dylan","Addae-Wusu","Dylan Addae-Wusu","B","P_401481","37",FALSE,FALSE,2,0,0,2,0,2,1,2,2,100,1,0,0,3,2,66.7,2,2,100,2,2,100,2,6,0,3,"15:58",-7,6,FALSE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"198064","Jakub","Schenk","Jakub Schenk","B","P_198064","55",TRUE,FALSE,8,0,0,4,0,4,4,2,1,50,4,2,50,6,3,50,6,5,83.3,0,0,0,3,13,1,1,"28:52",12,21,TRUE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128793,"302074","Szymon","Nowicki","Szymon Nowicki","B","P_302074","7",FALSE,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2:4",-4,1,FALSE,TRUE,"Energa Trefl Sopot","Absheron Lions"
"FIBA Europe Cup",43,2025-10-22,128805,"271122","Jaylen","Barford","Jaylen Barford","A","P_271122","0",FALSE,FALSE,3,0,0,4,2,6,3,7,5,71.4,3,2,66.7,10,7,70,1,0,0,7,5,71.4,0,16,1,1,"16:39",21,21,TRUE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"250158","Troy","Caupain","Troy Caupain","A","P_250158","10",FALSE,FALSE,5,0,0,2,0,2,1,3,2,66.7,4,1,25,7,3,42.9,0,0,0,2,2,100,1,7,0,2,"22:34",21,8,TRUE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"342055","Bryson","Williams","Bryson Williams","A","P_342055","11",FALSE,FALSE,2,2,0,4,1,5,2,4,3,75,0,0,0,4,3,75,0,0,0,3,2,66.7,0,6,0,1,"22:25",26,13,TRUE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"187817","Jamar","Smith","Jamar Smith","A","P_187817","15",FALSE,FALSE,4,0,0,1,0,1,2,1,1,100,4,3,75,5,4,80,2,2,100,1,1,100,3,13,1,0,"14:28",17,18,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"209834","Lorenzo","Uglietti","Lorenzo Uglietti","A","P_209834","16",FALSE,FALSE,4,0,0,1,1,2,1,2,2,100,2,2,100,4,4,100,0,0,0,2,2,100,3,10,1,5,"19:36",14,12,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"210363","Luca","Severini","Luca Severini","A","P_210363","20",FALSE,FALSE,0,0,0,2,0,2,0,1,1,100,3,1,33.3,4,2,50,0,0,0,0,0,0,2,5,2,0,"14:15",9,7,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"306259","Mame Samba","Deme El Hadji","Mame Samba Deme El Hadji","A","P_306259","24",FALSE,FALSE,1,1,0,0,1,1,0,2,1,50,1,1,100,3,2,66.7,0,0,0,1,1,100,0,5,0,0,"11:23",2,7,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"249111","Jaime","Echenique","Jaime Echenique","A","P_249111","26",FALSE,FALSE,0,1,0,3,1,4,4,2,2,100,0,0,0,2,2,100,2,1,50,1,1,100,2,5,0,0,"10:31",12,9,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"174931","Michele","Vitali","Michele Vitali","A","P_174931","31",TRUE,FALSE,1,0,0,2,0,2,3,1,0,0,4,3,75,5,3,60,2,2,100,0,0,0,1,11,0,1,"20:26",5,11,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"341951","Pablo","Abreu","Pablo Abreu","A","P_341951","35",FALSE,FALSE,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,"4:54",-3,-2,FALSE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"248123","Kwan","Cheatham Jr","Kwan Cheatham Jr","A","P_248123","55",FALSE,FALSE,0,0,0,4,0,4,0,5,4,80,4,2,50,9,6,66.7,0,0,0,4,3,75,0,14,1,0,"16:32",24,16,TRUE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"319409","Tomas","Woldetensae","Tomas Woldetensae","A","P_319409","7",FALSE,FALSE,2,1,0,3,0,3,1,2,2,100,6,1,16.7,8,3,37.5,2,1,50,2,2,100,3,8,1,1,"26:17",27,8,TRUE,TRUE,"Pallacanestro Reggiana","BC Bashkimi"
"FIBA Europe Cup",43,2025-10-22,128805,"227071","Jan","Palokaj","Jan Palokaj","B","P_227071","0",FALSE,FALSE,2,0,0,5,1,6,1,5,0,0,2,0,0,7,0,0,0,0,0,3,0,0,2,0,1,2,"25:23",-16,0,TRUE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"252600","Altin","Morina","Altin Morina","B","P_252600","1",TRUE,FALSE,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,"10:6",-12,1,FALSE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"345455","Besim","Bytyqi","Besim Bytyqi","B","P_345455","10",FALSE,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:48",0,1,FALSE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"218451","Isaiah","Cousins","Isaiah Cousins","B","P_218451","11",FALSE,FALSE,1,0,0,1,2,3,5,6,4,66.7,5,2,40,11,6,54.5,6,5,83.3,2,0,0,2,19,0,3,"27:17",-36,14,TRUE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"300966","Veton","Gjecaj","Veton Gjecaj","B","P_300966","13",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"205351","De'Quon","Lake","De'Quon Lake","B","P_205351","20",FALSE,FALSE,0,0,0,1,3,4,1,10,6,60,0,0,0,10,6,60,2,1,50,10,6,60,1,13,0,0,"21:37",-30,12,TRUE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"226761","Meriton","Ismaili","Meriton Ismaili","B","P_226761","22",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"268829","Lejson","Zeqiri","Lejson Zeqiri","B","P_268829","27",FALSE,FALSE,1,0,0,1,1,2,3,6,2,33.3,3,2,66.7,9,4,44.4,6,4,66.7,5,2,40,3,14,0,1,"26:54",-18,9,TRUE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"376613","TJ","Bickerstaff","TJ Bickerstaff","B","P_376613","3",FALSE,FALSE,3,0,0,2,2,4,1,8,2,25,0,0,0,8,2,25,0,0,0,8,2,25,2,4,2,0,"24:4",-10,7,FALSE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"324567","Jeremiah","Bailey","Jeremiah Bailey","B","P_324567","4",FALSE,FALSE,2,0,0,1,2,3,2,3,2,66.7,4,1,25,7,3,42.9,2,2,100,3,2,66.7,2,9,2,3,"19:18",-15,9,FALSE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"220533","Kyan","Anderson","Kyan Anderson","B","P_220533","5",FALSE,FALSE,1,0,0,1,0,1,1,1,1,100,2,0,0,3,1,33.3,0,0,0,1,1,100,1,2,0,0,"24:48",-29,2,TRUE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",43,2025-10-22,128805,"225217","Valon","Bunjaku","Valon Bunjaku","B","P_225217","6",FALSE,FALSE,2,0,0,1,1,2,1,4,2,50,1,0,0,5,2,40,2,0,0,4,2,50,1,4,2,3,"18:45",-9,2,FALSE,TRUE,"BC Bashkimi","Pallacanestro Reggiana"
"FIBA Europe Cup",44,2025-10-28,128711,"372842","Javian","Davis","Javian Davis","A","P_372842","0",FALSE,FALSE,2,0,0,2,0,2,10,9,6,66.7,0,0,0,9,6,66.7,14,12,85.7,9,6,66.7,5,24,1,0,"18:31",15,24,TRUE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"175486","Miguel","Cardoso","Miguel Cardoso","A","P_175486","1",TRUE,FALSE,14,0,0,2,0,2,2,5,2,40,3,0,0,8,2,25,1,0,0,2,2,100,4,4,1,3,"32:58",11,11,TRUE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"227859","Wes","Washpun","Wes Washpun","A","P_227859","13",FALSE,FALSE,1,0,0,6,0,6,3,6,0,0,2,0,0,8,0,0,8,5,62.5,2,0,0,2,5,0,1,"34:6",8,0,TRUE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"284011","Jhonathan","Dunn","Jhonathan Dunn","A","P_284011","2",FALSE,FALSE,0,0,0,3,3,6,3,9,4,44.4,6,4,66.7,15,8,53.3,4,4,100,7,4,57.1,3,24,3,1,"37:7",8,25,TRUE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"211910","Vlad","Voytso","Vlad Voytso","A","P_211910","3",FALSE,FALSE,4,0,0,9,2,11,4,4,3,75,9,3,33.3,13,6,46.2,4,3,75,3,2,66.7,2,18,3,0,"38:8",18,28,TRUE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"371826","Santiago","Silva","Santiago Silva","A","P_371826","4",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"223737","Jalen","Riley","Jalen Riley","A","P_223737","5",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"302428","Yago","Carrera","Yago Carrera","A","P_302428","6",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"156572","Joao","Guerreiro","Joao Guerreiro","A","P_156572","7",FALSE,FALSE,0,0,0,2,0,2,2,2,1,50,1,0,0,3,1,33.3,2,0,0,2,1,50,4,2,0,3,"20:48",4,-3,FALSE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"211909","Goncalo","Delgado","Goncalo Delgado","A","P_211909","8",FALSE,FALSE,1,0,0,3,0,3,3,4,1,25,3,2,66.7,7,3,42.9,4,2,50,4,1,25,2,10,0,2,"18:22",-4,6,FALSE,TRUE,"FC Porto","Rostock Seawolves"
"FIBA Europe Cup",44,2025-10-28,128711,"303149","TJ","Crockett Jr","TJ Crockett Jr","B","P_303149","0",FALSE,FALSE,2,0,0,1,0,1,4,6,3,50,6,1,16.7,12,4,33.3,4,3,75,3,1,33.3,1,12,0,1,"28:20",-8,5,TRUE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"211808","Lukasz","Kolenda","Lukasz Kolenda","B","P_211808","10",FALSE,FALSE,5,0,0,0,1,1,4,4,3,75,7,0,0,11,3,27.3,3,3,100,4,3,75,4,9,2,2,"27:0",0,7,FALSE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"314292","Jonas","Zilinskas","Jonas Zilinskas","B","P_314292","14",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"189146","Sid","Theis","Sid Theis","B","P_189146","19",TRUE,FALSE,0,0,0,1,3,4,4,1,0,0,1,0,0,2,0,0,8,7,87.5,1,0,0,1,7,1,0,"13:50",-9,9,FALSE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"173908","Owen","Klassen","Owen Klassen","B","P_173908","29",FALSE,FALSE,0,0,0,5,3,8,4,6,4,66.7,1,0,0,7,4,57.1,0,0,0,6,4,66.7,4,8,0,2,"22:0",-14,11,TRUE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"251552","Elias","Baggette","Elias Baggette","B","P_251552","4",FALSE,FALSE,2,0,0,3,0,3,2,3,1,33.3,0,0,0,3,1,33.3,2,2,100,2,1,50,0,4,0,2,"10:31",-5,5,FALSE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"224754","D'Shawn","Schwartz","D'Shawn Schwartz","B","P_224754","5",FALSE,FALSE,1,0,0,7,0,7,1,2,1,50,9,3,33.3,11,4,36.4,2,2,100,2,1,50,4,13,0,1,"30:11",-4,13,TRUE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"254144","Bent","Leuchten","Bent Leuchten","B","P_254144","51",FALSE,FALSE,0,0,0,1,2,3,1,1,0,0,1,0,0,2,0,0,2,2,100,1,0,0,0,2,0,0,"3:54",5,3,FALSE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"266875","Luis","Wulff","Luis Wulff","B","P_266875","6",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"1:42",-6,0,FALSE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"315712","Kassim","Nicholson","Kassim Nicholson","B","P_315712","8",FALSE,FALSE,1,1,0,6,4,10,2,12,4,33.3,2,0,0,14,4,28.6,4,2,50,9,3,33.3,4,10,2,1,"31:53",-6,11,TRUE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"189804","Andy","van Vliet","Andy van Vliet","B","P_189804","81",FALSE,FALSE,0,0,0,1,0,1,0,4,3,75,1,0,0,5,3,60,0,0,0,4,3,75,5,6,0,0,"10:41",0,5,FALSE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-28,128711,"220405","DeAndre","Lansdowne","DeAndre Lansdowne","B","P_220405","9",FALSE,FALSE,2,1,0,3,0,3,0,8,2,25,0,0,0,8,2,25,0,0,0,6,1,16.7,3,4,0,2,"19:58",-13,2,TRUE,TRUE,"Rostock Seawolves","FC Porto"
"FIBA Europe Cup",44,2025-10-29,128699,"254703","Michal","Krasuski","Michal Krasuski","A","P_254703","0",FALSE,FALSE,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2,1,50,0,0,0,2,1,1,0,"19:1",-12,1,FALSE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"292360","Tevin","Mack","Tevin Mack","A","P_292360","1",FALSE,FALSE,3,1,0,2,2,4,3,7,3,42.9,4,2,50,11,5,45.5,6,5,83.3,6,2,33.3,1,17,1,5,"31:32",-18,14,TRUE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"239377","Quincy","Ford","Quincy Ford","A","P_239377","12",FALSE,FALSE,1,0,0,6,2,8,4,1,0,0,2,0,0,3,0,0,2,2,100,1,0,0,2,2,1,2,"23:30",-16,7,FALSE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"160140","Roman","Szymanski","Roman Szymanski","A","P_160140","19",FALSE,FALSE,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,3,75,0,0,0,0,3,0,1,"10:0",-14,2,FALSE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"399002","Filip","Put","Filip Put","A","P_399002","21",TRUE,FALSE,1,0,0,1,0,1,0,3,1,33.3,5,1,20,8,2,25,0,0,0,3,1,33.3,1,5,2,1,"17:18",-7,2,TRUE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"302121","Bryan","Griffin","Bryan Griffin","A","P_302121","25",FALSE,FALSE,1,2,0,4,2,6,2,7,4,57.1,4,3,75,11,7,63.6,2,0,0,7,4,57.1,1,17,1,2,"26:18",-12,19,TRUE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"397795","Elijah","Hawkins","Elijah Hawkins","A","P_397795","3",FALSE,FALSE,3,0,0,4,0,4,6,12,3,25,3,1,33.3,15,4,26.7,9,7,77.8,6,2,33.3,1,16,1,3,"29:33",-16,8,TRUE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"399003","Michal","Turewicz","Michal Turewicz","A","P_399003","5",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:2",-2,0,FALSE,FALSE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"373437","Jordan","Wright","Jordan Wright","A","P_373437","6",FALSE,FALSE,3,0,0,0,0,0,4,8,4,50,1,1,100,9,5,55.6,4,3,75,6,4,66.7,2,14,1,2,"28:49",-18,11,TRUE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"227229","Bartlomiej","Pelczar","Bartlomiej Pelczar","A","P_227229","7",FALSE,FALSE,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"12:57",-20,1,FALSE,TRUE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"399001","Wiktor","Kepka","Wiktor Kepka","A","P_399001","8",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"PGE Start Lublin","UCAM Murcia"
"FIBA Europe Cup",44,2025-10-29,128699,"269329","Devontae","Cacok","Devontae Cacok","B","P_269329","0",FALSE,FALSE,3,0,0,9,1,10,2,11,8,72.7,0,0,0,11,8,72.7,2,0,0,10,8,80,4,16,1,2,"22:34",17,23,TRUE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"350059","Michael","Forrest","Michael Forrest","B","P_350059","1",FALSE,FALSE,5,0,0,1,1,2,1,2,1,50,10,7,70,12,8,66.7,0,0,0,2,1,50,0,23,0,3,"24:16",19,23,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"288145","Jonah","Radebaugh","Jonah Radebaugh","B","P_288145","12",TRUE,FALSE,4,0,0,0,0,0,0,4,2,50,2,1,50,6,3,50,0,0,0,1,0,0,2,7,0,1,"16:36",10,7,TRUE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"259586","Wilhelm","Falk","Wilhelm Falk","B","P_259586","13",FALSE,FALSE,0,2,0,1,0,1,0,2,1,50,0,0,0,2,1,50,0,0,0,2,1,50,1,2,1,0,"9:50",-2,5,TRUE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"197280","Emanuel","Cate","Emanuel Cate","B","P_197280","15",FALSE,FALSE,0,2,0,1,0,1,1,3,3,100,0,0,0,3,3,100,1,1,100,2,2,100,4,7,1,1,"7:40",1,10,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"238043","Ruben","Lopez De La Torre","Ruben Lopez De La Torre","B","P_238043","16",FALSE,FALSE,1,0,0,4,2,6,2,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,3,3,1,2,"14:16",22,9,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"211541","Sander","Raieste","Sander Raieste","B","P_211541","2",FALSE,FALSE,1,0,0,6,4,10,0,6,3,50,1,0,0,7,3,42.9,0,0,0,6,3,50,2,6,0,1,"16:0",-1,12,TRUE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"201014","Moussa","Diagne","Moussa Diagne","B","P_201014","21",FALSE,FALSE,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"9:34",9,-1,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"402632","Zachariah Charles","Hicks","Zachariah Charles Hicks","B","P_402632","24",FALSE,FALSE,1,0,0,3,1,4,1,2,0,0,4,2,50,6,2,33.3,0,0,0,2,0,0,2,6,1,1,"20:34",9,7,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"196598","Dylan","Ennis","Dylan Ennis","B","P_196598","31",FALSE,FALSE,5,0,0,1,0,1,2,8,4,50,4,2,50,12,6,50,1,1,100,6,3,50,3,15,1,3,"22:27",19,13,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"347157","David","De Julius","David De Julius","B","P_347157","5",FALSE,FALSE,3,0,0,2,0,2,0,3,1,33.3,6,1,16.7,9,2,22.2,0,0,0,3,1,33.3,1,5,1,0,"16:29",6,4,TRUE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128699,"191714","Howard","Sant-Roos","Howard Sant-Roos","B","P_191714","8",FALSE,FALSE,4,0,0,3,0,3,1,5,4,80,2,1,50,7,5,71.4,1,1,100,4,4,100,0,12,1,1,"19:44",26,17,FALSE,TRUE,"UCAM Murcia","PGE Start Lublin"
"FIBA Europe Cup",44,2025-10-29,128700,"223446","Alan","Arnett","Alan Arnett","A","P_223446","0",FALSE,FALSE,2,0,0,2,1,3,5,11,4,36.4,3,0,0,14,4,28.6,6,6,100,9,4,44.4,3,14,1,1,"30:33",-12,9,TRUE,TRUE,"Rilski Sportist","KK Bosna BH Telecom"
"FIBA Europe Cup",44,2025-10-29,128700,"176061","Deyan","Karamfilov","Deyan Karamfilov","A","P_176061","1",FALSE,FALSE,2,0,0,4,0,4,1,0,0,0,1,0,0,1,0,0,3,1,33.3,0,0,0,3,1,0,4,"19:14",1,0,FALSE,TRUE,"Rilski Sportist","KK Bosna BH Telecom"
"FIBA Europe Cup",44,2025-10-29,128700,"295146","Ivan","Dimitrov","Ivan Dimitrov","A","P_295146","11",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:20",-2,0,FALSE,FALSE,"Rilski Sportist","KK Bosna BH Telecom"
"FIBA Europe Cup",44,2025-10-29,128700,"156167","Aleksandar","Georgiev","Aleksandar Georgiev","A","P_156167","12",TRUE,FALSE,0,0,0,1,0,1,0,3,1,33.3,0,0,0,3,1,33.3,0,0,0,1,1,100,1,2,0,2,"9:52",-8,-1,FALSE,TRUE,"Rilski Sportist","KK Bosna BH Telecom"
"FIBA Europe Cup",44,2025-10-29,128700,"285001","Borislav","Nikolov","Borislav Nikolov","A","P_285001","2",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Rilski Sportist","KK Bosna BH Telecom"
